Points_0,Points_1,Points_2,displacement_0,displacement_1
-0.0234,0,0,0.00143586,-5.78817e-05
-0.0232,0,0,0.00143659,-5.73932e-05
-0.023,0,0,0.00143732,-5.69047e-05
-0.0228,0,0,0.00143804,-5.64162e-05
-0.0226,0,0,0.00143877,-5.59278e-05
-0.0224,0,0,0.0014395,-5.54393e-05
-0.0222,0,0,0.00144023,-5.49508e-05
-0.022,0,0,0.00144096,-5.44623e-05
-0.0218,0,0,0.00144169,-5.39739e-05
-0.0216,0,0,0.00144242,-5.34854e-05
-0.0214,0,0,0.00144314,-5.29969e-05
-0.0212,0,0,0.00144387,-5.25084e-05
-0.021,0,0,0.0014446,-5.20199e-05
-0.0208,0,0,0.00144533,-5.15315e-05
-0.0206,0,0,0.00144606,-5.1043e-05
-0.0204,0,0,0.00144679,-5.05545e-05
-0.0202,0,0,0.00144752,-5.0066e-05
-0.02,0,0,0.00144824,-4.95775e-05
-0.0198,0,0,0.0014488,-4.90853e-05
-0.0196,0,0,0.00144937,-4.8593e-05
-0.0194,0,0,0.00144993,-4.81007e-05
-0.0192,0,0,0.00145049,-4.76084e-05
-0.019,0,0,0.00145105,-4.71161e-05
-0.0188,0,0,0.00145161,-4.66239e-05
-0.0186,0,0,0.00145217,-4.61316e-05
-0.0184,0,0,0.00145273,-4.56393e-05
-0.0182,0,0,0.00145329,-4.5147e-05
-0.018,0,0,0.00145385,-4.46547e-05
-0.0178,0,0,0.00145441,-4.41625e-05
-0.0176,0,0,0.00145497,-4.36702e-05
-0.0174,0,0,0.00145553,-4.31779e-05
-0.0172,0,0,0.00145609,-4.26856e-05
-0.017,0,0,0.00145665,-4.21934e-05
-0.0168,0,0,0.00145721,-4.17011e-05
-0.0166,0,0,0.00145777,-4.12088e-05
-0.0164,0,0,0.00145833,-4.07165e-05
-0.0162,0,0,0.00145889,-4.02242e-05
-0.016,0,0,0.00145945,-3.9732e-05
-0.0158,0,0,0.00146002,-3.92397e-05
-0.0156,0,0,0.00146058,-3.87474e-05
-0.0154,0,0,0.00146114,-3.82551e-05
-0.0152,0,0,0.0014617,-3.77628e-05
-0.015,0,0,0.00146226,-3.72706e-05
-0.0148,0,0,0.00146265,-3.67756e-05
-0.0146,0,0,0.00146305,-3.62806e-05
-0.0144,0,0,0.00146345,-3.57856e-05
-0.0142,0,0,0.00146385,-3.52905e-05
-0.014,0,0,0.00146424,-3.47955e-05
-0.0138,0,0,0.00146464,-3.43005e-05
-0.0136,0,0,0.00146504,-3.38055e-05
-0.0134,0,0,0.00146544,-3.33105e-05
-0.0132,0,0,0.00146583,-3.28155e-05
-0.013,0,0,0.00146623,-3.23205e-05
-0.0128,0,0,0.00146663,-3.18255e-05
-0.0126,0,0,0.00146702,-3.13305e-05
-0.0124,0,0,0.00146742,-3.08355e-05
-0.0122,0,0,0.00146782,-3.03405e-05
-0.012,0,0,0.00146822,-2.98455e-05
-0.0118,0,0,0.00146861,-2.93505e-05
-0.0116,0,0,0.00146901,-2.88555e-05
-0.0114,0,0,0.00146941,-2.83605e-05
-0.0112,0,0,0.0014698,-2.78655e-05
-0.011,0,0,0.0014702,-2.73705e-05
-0.0108,0,0,0.0014706,-2.68755e-05
-0.0106,0,0,0.001471,-2.63805e-05
-0.0104,0,0,0.00147139,-2.58855e-05
-0.0102,0,0,0.00147179,-2.53905e-05
-0.01,0,0,0.00147219,-2.48955e-05
-0.0098,0,0,0.00147242,-2.43987e-05
-0.0096,0,0,0.00147266,-2.39019e-05
-0.0094,0,0,0.0014729,-2.34052e-05
-0.0092,0,0,0.00147314,-2.29084e-05
-0.009,0,0,0.00147337,-2.24116e-05
-0.0088,0,0,0.00147361,-2.19149e-05
-0.0086,0,0,0.00147385,-2.14181e-05
-0.0084,0,0,0.00147408,-2.09213e-05
-0.0082,0,0,0.00147432,-2.04246e-05
-0.008,0,0,0.00147456,-1.99278e-05
-0.0078,0,0,0.0014748,-1.9431e-05
-0.0076,0,0,0.00147503,-1.89343e-05
-0.0074,0,0,0.00147527,-1.84375e-05
-0.0072,0,0,0.00147551,-1.79407e-05
-0.007,0,0,0.00147574,-1.7444e-05
-0.0068,0,0,0.00147598,-1.69472e-05
-0.0066,0,0,0.00147622,-1.64504e-05
-0.0064,0,0,0.00147645,-1.59537e-05
-0.0062,0,0,0.00147669,-1.54569e-05
-0.006,0,0,0.00147693,-1.49601e-05
-0.0058,0,0,0.00147717,-1.44634e-05
-0.0056,0,0,0.0014774,-1.39666e-05
-0.0054,0,0,0.00147764,-1.34698e-05
-0.0052,0,0,0.00147788,-1.29731e-05
-0.005,0,0,0.00147811,-1.24763e-05
-0.0048,0,0,0.00147819,-1.19787e-05
-0.0046,0,0,0.00147827,-1.1481e-05
-0.0044,0,0,0.00147835,-1.09834e-05
-0.0042,0,0,0.00147843,-1.04858e-05
-0.004,0,0,0.00147851,-9.98813e-06
-0.0038,0,0,0.00147859,-9.4905e-06
-0.0036,0,0,0.00147867,-8.99286e-06
-0.0034,0,0,0.00147875,-8.49523e-06
-0.0032,0,0,0.00147882,-7.9976e-06
-0.003,0,0,0.0014789,-7.49997e-06
-0.0028,0,0,0.00147898,-7.00233e-06
-0.0026,0,0,0.00147906,-6.5047e-06
-0.0024,0,0,0.00147914,-6.00707e-06
-0.0022,0,0,0.00147922,-5.50944e-06
-0.002,0,0,0.0014793,-5.0118e-06
-0.0018,0,0,0.00147938,-4.51417e-06
-0.0016,0,0,0.00147945,-4.01654e-06
-0.0014,0,0,0.00147953,-3.51891e-06
-0.0012,0,0,0.00147961,-3.02127e-06
-0.001,0,0,0.00147969,-2.52364e-06
-0.0008,0,0,0.00147977,-2.02601e-06
-0.0006,0,0,0.00147985,-1.52838e-06
-0.0004,0,0,0.00147993,-1.03074e-06
-0.0002,0,0,0.00148001,-5.33111e-07
0,0,0,0.00148009,-3.54781e-08
0.0002,0,0,0.00148001,4.62158e-07
0.0004,0,0,0.00147993,9.59795e-07
0.0006,0,0,0.00147985,1.45743e-06
0.0008,0,0,0.00147977,1.95507e-06
0.001,0,0,0.00147969,2.4527e-06
0.0012,0,0,0.00147961,2.95034e-06
0.0014,0,0,0.00147953,3.44798e-06
0.0016,0,0,0.00147945,3.94561e-06
