displacement:0,displacement:1,Points:0,Points:1,Points:2
-1.37025e-15,-0.00177748,0.14,0,0
-1.36969e-15,-0.00187709,0.145,0,0
-1.36908e-15,-0.00197637,0.15,0,0
-1.36838e-15,-0.00207536,0.155,0,0
-1.36774e-15,-0.00217412,0.16,0,0
-1.36685e-15,-0.00227267,0.165,0,0
-1.36599e-15,-0.00237105,0.17,0,0
-1.36508e-15,-0.00246927,0.175,0,0
-1.36414e-15,-0.00256735,0.18,0,0
-1.36339e-15,-0.00266532,0.185,0,0
-1.36258e-15,-0.00276317,0.19,0,0
-1.36181e-15,-0.00286093,0.195,0,0
-1.36098e-15,-0.00295861,0.2,0,0
-1.36032e-15,-0.0030562,0.205,0,0
-1.35979e-15,-0.00315372,0.21,0,0
-1.35923e-15,-0.00325118,0.215,0,0
-1.35879e-15,-0.00334857,0.22,0,0
-1.35826e-15,-0.00344591,0.225,0,0
-1.35761e-15,-0.00354319,0.23,0,0
-1.35684e-15,-0.00364043,0.235,0,0
-1.35621e-15,-0.00373763,0.24,0,0
-1.35563e-15,-0.00383478,0.245,0,0
-1.35494e-15,-0.00393189,0.25,0,0
-1.35454e-15,-0.00402896,0.255,0,0
-1.35419e-15,-0.004126,0.26,0,0
-1.35393e-15,-0.00422301,0.265,0,0
-1.35352e-15,-0.00431999,0.27,0,0
-1.35327e-15,-0.00441693,0.275,0,0
-1.3527e-15,-0.00451385,0.28,0,0
-1.35221e-15,-0.00461074,0.285,0,0
-1.35186e-15,-0.00470761,0.29,0,0
-1.35157e-15,-0.00480445,0.295,0,0
-1.35126e-15,-0.00490126,0.3,0,0
-1.35086e-15,-0.00499806,0.305,0,0
-1.35079e-15,-0.00509483,0.31,0,0
-1.35033e-15,-0.00519158,0.315,0,0
-1.3502e-15,-0.00528831,0.32,0,0
-1.34952e-15,-0.00538501,0.325,0,0
-1.34898e-15,-0.0054817,0.33,0,0
-1.34833e-15,-0.00557837,0.335,0,0
-1.34752e-15,-0.00567502,0.34,0,0
-1.3473e-15,-0.00577165,0.345,0,0
-1.34697e-15,-0.00586826,0.35,0,0
-1.34655e-15,-0.00596486,0.355,0,0
-1.34622e-15,-0.00606143,0.36,0,0
-1.34611e-15,-0.00615799,0.365,0,0
-1.3462e-15,-0.00625453,0.37,0,0
-1.34685e-15,-0.00635106,0.375,0,0
-1.34715e-15,-0.00644757,0.38,0,0
-1.34718e-15,-0.00654406,0.385,0,0
-1.34767e-15,-0.00664053,0.39,0,0
-1.34813e-15,-0.00673698,0.395,0,0
