Points_0,Points_1,Points_2,displacement_0,displacement_1
0.02068,0,0,-0.0107824,0.176368
0.0209,0,0,-0.0108975,0.176274
0.02112,0,0,-0.0110126,0.17618
0.02134,0,0,-0.0111277,0.176086
0.02156,0,0,-0.0112428,0.175992
0.02178,0,0,-0.0113579,0.175898
0.022,0,0,-0.011473,0.175804
0.02222,0,0,-0.0115881,0.17571
0.02244,0,0,-0.0117032,0.175617
0.02266,0,0,-0.0118183,0.175523
0.02288,0,0,-0.0119334,0.175429
0.0231,0,0,-0.0120485,0.175335
0.02332,0,0,-0.0121636,0.175241
0.02354,0,0,-0.0122787,0.175147
0.02376,0,0,-0.0123938,0.175053
0.02398,0,0,-0.0125089,0.174959
0.0242,0,0,-0.012624,0.174865
0.02442,0,0,-0.0127391,0.174771
0.02464,0,0,-0.0128542,0.174677
0.02486,0,0,-0.0129693,0.174583
0.02508,0,0,-0.0130844,0.174481
0.0253,0,0,-0.0131995,0.174365
0.02552,0,0,-0.0133146,0.174248
0.02574,0,0,-0.0134297,0.174132
0.02596,0,0,-0.0135448,0.174016
0.02618,0,0,-0.01366,0.173899
0.0264,0,0,-0.0137751,0.173783
0.02662,0,0,-0.0138902,0.173666
0.02684,0,0,-0.0140053,0.17355
0.02706,0,0,-0.0141204,0.173434
0.02728,0,0,-0.0142355,0.173317
0.0275,0,0,-0.0143506,0.173201
0.02772,0,0,-0.0144657,0.173085
0.02794,0,0,-0.0145808,0.172968
0.02816,0,0,-0.0146959,0.172852
0.02838,0,0,-0.014811,0.172735
0.0286,0,0,-0.0149261,0.172619
0.02882,0,0,-0.0150412,0.172503
0.02904,0,0,-0.0151563,0.172386
0.02926,0,0,-0.0152714,0.17227
0.02948,0,0,-0.0153865,0.172153
0.0297,0,0,-0.0155016,0.172037
0.02992,0,0,-0.0156167,0.171921
0.03014,0,0,-0.0157318,0.171789
0.03036,0,0,-0.0158469,0.171649
0.03058,0,0,-0.015962,0.171509
0.0308,0,0,-0.0160771,0.17137
0.03102,0,0,-0.0161922,0.17123
0.03124,0,0,-0.0163073,0.17109
0.03146,0,0,-0.0164224,0.17095
0.03168,0,0,-0.0165375,0.17081
0.0319,0,0,-0.0166526,0.17067
0.03212,0,0,-0.0167677,0.17053
0.03234,0,0,-0.0168829,0.17039
0.03256,0,0,-0.016998,0.17025
0.03278,0,0,-0.0171131,0.17011
0.033,0,0,-0.0172282,0.169971
0.03322,0,0,-0.0173433,0.169831
0.03344,0,0,-0.0174584,0.169691
0.03366,0,0,-0.0175735,0.169551
0.03388,0,0,-0.0176886,0.169411
0.0341,0,0,-0.0178037,0.169271
